step,q1,q2,q3,q4,q5
73,174.174270,22.967975,-85.352139,-71.041434,0.0
74,174.174270,22.967942,-85.351985,-71.041617,0.0
75,174.174270,22.967815,-85.351380,-71.042339,0.0
76,174.174270,22.967316,-85.349016,-71.045161,0.0
77,174.174271,22.966024,-85.342898,-71.052464,0.0
78,174.174272,22.963914,-85.332897,-71.064400,0.0
79,174.174273,22.960908,-85.318657,-71.081398,0.0
80,174.174274,22.957003,-85.300152,-71.103485,0.0
81,174.174276,22.952205,-85.277419,-71.130619,0.0
82,174.174278,22.946607,-85.250895,-71.162277,0.0
83,174.174281,22.940112,-85.220122,-71.199007,0.0
84,174.174284,22.932810,-85.185522,-71.240306,0.0
85,174.174287,22.924727,-85.147224,-71.286017,0.0
86,174.174290,22.915713,-85.104513,-71.336996,0.0
87,174.174294,22.905773,-85.057419,-71.393207,0.0
88,174.174298,22.895046,-85.006592,-71.453873,0.0
89,174.174303,22.883379,-84.951309,-71.519859,0.0
90,174.174308,22.870821,-84.891812,-71.590874,0.0
91,174.174313,22.857514,-84.828759,-71.666133,0.0
92,174.174319,22.843382,-84.761798,-71.746057,0.0
93,174.174324,22.828317,-84.690418,-71.831255,0.0
94,174.174331,22.812436,-84.615173,-71.921066,0.0
95,174.174337,22.795669,-84.535725,-72.015894,0.0
96,174.174344,22.777879,-84.451437,-72.116500,0.0
97,174.174351,22.759399,-84.363874,-72.221014,0.0
98,174.174359,22.740085,-84.272361,-72.330242,0.0
99,174.174367,22.719739,-84.175958,-72.445307,0.0
100,174.174375,22.698850,-84.076982,-72.563443,0.0
101,174.174384,22.676824,-83.972622,-72.688006,0.0
102,174.174392,22.654130,-83.865095,-72.816350,0.0
103,174.174402,22.630413,-83.752716,-72.950484,0.0
104,174.174411,22.605841,-83.636290,-73.089448,0.0
105,174.174421,22.580412,-83.515807,-73.233255,0.0
106,174.174431,22.554107,-83.391168,-73.382023,0.0
107,174.174442,22.527104,-83.263223,-73.534736,0.0
108,174.174453,22.499293,-83.131449,-73.692019,0.0
109,174.174464,22.470361,-82.994366,-73.855640,0.0
110,174.174476,22.440758,-82.854102,-74.023057,0.0
111,174.174488,22.410319,-82.709879,-74.195200,0.0
112,174.174500,22.378880,-82.560914,-74.373003,0.0
113,174.174512,22.346579,-82.407865,-74.555680,0.0
114,174.174525,22.313393,-82.250627,-74.743357,0.0
115,174.174539,22.279473,-82.089910,-74.935186,0.0
116,174.174552,22.244477,-81.924093,-75.133104,0.0
117,174.174566,22.208906,-81.755550,-75.334275,0.0
118,174.174580,22.172393,-81.582547,-75.540769,0.0
119,174.174595,22.135017,-81.405451,-75.752148,0.0
120,174.174610,22.096578,-81.223320,-75.969537,0.0
121,174.174625,22.057526,-81.038287,-76.190390,0.0
122,174.174641,22.017355,-80.847951,-76.417572,0.0
123,174.174657,21.976499,-80.654367,-76.648631,0.0
124,174.174673,21.934854,-80.457048,-76.884149,0.0
125,174.174690,21.892353,-80.255671,-77.124511,0.0
126,174.174707,21.848779,-80.049212,-77.370937,0.0
127,174.174724,21.804477,-79.839303,-77.621481,0.0
128,174.174742,21.759180,-79.624675,-77.877659,0.0
129,174.174760,21.713238,-79.406994,-78.137480,0.0
130,174.174778,21.666322,-79.184700,-78.402807,0.0
131,174.174796,21.618975,-78.960362,-78.670573,0.0
132,174.174815,21.570380,-78.730112,-78.945397,0.0
133,174.174835,21.520748,-78.494945,-79.226089,0.0
134,174.174854,21.470619,-78.257430,-79.509583,0.0
135,174.174874,21.419054,-78.013106,-79.801206,0.0
136,174.174895,21.367145,-77.767150,-80.094776,0.0
137,174.174915,21.314306,-77.516794,-80.393598,0.0
138,174.174936,21.261382,-77.266028,-80.692909,0.0
139,174.174957,21.208887,-77.017299,-80.989787,0.0
140,174.174977,21.157021,-76.771549,-81.283112,0.0
141,174.174997,21.105782,-76.528772,-81.572887,0.0
142,174.175016,21.056197,-76.293830,-81.853311,0.0
143,174.175035,21.007010,-76.060775,-82.131482,0.0
144,174.175054,20.958611,-75.831454,-82.405196,0.0
145,174.175073,20.910811,-75.604967,-82.675528,0.0
146,174.175091,20.864621,-75.386111,-82.936752,0.0
147,174.175109,20.818851,-75.169246,-83.195600,0.0
148,174.175126,20.773954,-74.956518,-83.449509,0.0
149,174.175143,20.729930,-74.747923,-83.698485,0.0
150,174.175160,20.686753,-74.543344,-83.942668,0.0
151,174.175177,20.644341,-74.342393,-84.182521,0.0
152,174.175193,20.603058,-74.146784,-84.415996,0.0
153,174.175209,20.562433,-73.954299,-84.645744,0.0
154,174.175224,20.522581,-73.765472,-84.871126,0.0
155,174.175240,20.483787,-73.581658,-85.090523,0.0
156,174.175254,20.445650,-73.400960,-85.306202,0.0
157,174.175269,20.408624,-73.225527,-85.515597,0.0
158,174.175283,20.372228,-73.053077,-85.721431,0.0
159,174.175297,20.336969,-72.886013,-85.920836,0.0
160,174.175310,20.302390,-72.722171,-86.116396,0.0
161,174.175323,20.268596,-72.562053,-86.307510,0.0
162,174.175336,20.235867,-72.406976,-86.492609,0.0
163,174.175349,20.203864,-72.255339,-86.673601,0.0
164,174.175361,20.172670,-72.107537,-86.850015,0.0
165,174.175373,20.142494,-71.964560,-87.020671,0.0
166,174.175384,20.113087,-71.825225,-87.186979,0.0
167,174.175395,20.084538,-71.689954,-87.348437,0.0
168,174.175406,20.056838,-71.558709,-87.505088,0.0
169,174.175417,20.029959,-71.431349,-87.657103,0.0
170,174.175427,20.004061,-71.308643,-87.803564,0.0
171,174.175437,19.978944,-71.189633,-87.945613,0.0
172,174.175446,19.954652,-71.074534,-88.082993,0.0
173,174.175455,19.931084,-70.962867,-88.216278,0.0
174,174.175464,19.908312,-70.854970,-88.345062,0.0
175,174.175472,19.887076,-70.754348,-88.465163,0.0
176,174.175481,19.866144,-70.655170,-88.583540,0.0
177,174.175488,19.846361,-70.561436,-88.695421,0.0
178,174.175496,19.827201,-70.470652,-88.803779,0.0
179,174.175503,19.809073,-70.384757,-88.906302,0.0
180,174.175510,19.791698,-70.302432,-89.004563,0.0
181,174.175516,19.775155,-70.224048,-89.098122,0.0
182,174.175522,19.759558,-70.150146,-89.186331,0.0
183,174.175528,19.744763,-70.080047,-89.270000,0.0
184,174.175533,19.730801,-70.013891,-89.348963,0.0
185,174.175538,19.717723,-69.951926,-89.422924,0.0
186,174.175543,19.705529,-69.894148,-89.491886,0.0
187,174.175548,19.694162,-69.840290,-89.556170,0.0
188,174.175552,19.683649,-69.790480,-89.615623,0.0
189,174.175556,19.674001,-69.744763,-89.670190,0.0
190,174.175559,19.665332,-69.703691,-89.719213,0.0
191,174.175562,19.657458,-69.666381,-89.763745,0.0
192,174.175565,19.650414,-69.633008,-89.803580,0.0
193,174.175567,19.644233,-69.603721,-89.838536,0.0
194,174.175569,19.638918,-69.578537,-89.868595,0.0
195,174.175571,19.634454,-69.557387,-89.893840,0.0
196,174.175572,19.630910,-69.540592,-89.913886,0.0
197,174.175573,19.628169,-69.527607,-89.929385,0.0
198,174.175574,19.626272,-69.518617,-89.940115,0.0
199,174.175575,19.625161,-69.513354,-89.946397,0.0
